Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Cost_Was_Negative,Age_Group,Age_Risk,Downtime_Risk,Failure_Risk,Cost_Risk,Risk_Score,Health_Score,Risk_Category
MD01880,Defibrillator,04-06-2023,2,RescueTech,Model-100,UK,4856.93,7.39,2,0,1,Routine check completed; voltage spike observed during diagnostics. reboot failed sensor replacement,False,0-2 Years,9.090909090909092,21.213054187192117,0.0,15.858910644938383,11.35388020332713,88.64611979667288,Low Risk
MD00981,PET Scanner,21-02-2023,2,UltraMed,Model-150,Japan,8706.7,13.13,1,3,2,overheating caused operational delay; component upgrade initiated. minor issue minor issue,False,0-2 Years,9.090909090909092,38.88546798029557,25.0,29.882352684046822,26.960292749079855,73.03970725092015,Low Risk
MD03273,Defibrillator,08-02-2020,5,UltraMed,Model-200,Italy,9811.91,6.95,5,2,2,Component component upgrade after detecting circuit failure; functionality restored. software reset minor issue,False,3-5 Years,36.36363636363637,19.858374384236456,16.666666666666664,33.908268096147545,25.01189320722772,74.98810679277229,Low Risk
MD03713,CT Scanner,02-08-2016,9,ImagingTech,Model-350,France,5200.25,4.09,4,0,1,Routine check completed; software crash observed during diagnostics. quick fix routine reset,False,9+ Years,72.72727272727273,11.052955665024632,0.0,17.109512140837282,21.28324367312939,78.71675632687061,Low Risk
MD04341,Defibrillator,13-07-2018,7,UltraMed,Model-400,Canada,18033.42,29.28,2,3,3,data lag caused operational delay; component upgrade initiated. log cleaned quick fix,True,6-8 Years,54.54545454545454,88.60837438423647,25.0,63.85651668215409,57.762906560792665,42.237093439207335,High Risk
MD03009,MRI Scanner,22-12-2014,11,ImagingTech,Model-550,Japan,2070.78,1.2,3,0,1,System performance degraded due to abnormal sound; mitigation via system reset. reviewed logs non-critical warning,False,9+ Years,90.9090909090909,2.1551724137931036,0.0,5.709885368814883,19.970346979719093,80.0296530202809,Low Risk
MD01767,Infusion Pump,19-09-2016,9,MedEquip,Model-300,Japan,1073.33,3.57,2,0,1,System performance degraded due to circuit failure; mitigation via inspection. minor issue routine reset,False,9+ Years,72.72727272727273,9.451970443349754,0.0,2.076504085800908,17.796346495619655,82.20365350438034,Low Risk
MD04031,X-Ray Machine,21-07-2015,10,UltraMed,Model-650,France,3527.42,6.55,4,1,1,software crash caused operational delay; software patch initiated. critical failure system crash,False,9+ Years,81.81818181818183,18.626847290640395,8.333333333333332,11.015944331258591,26.654879417080203,73.3451205829198,Low Risk
MD03335,CT Scanner,07-07-2021,4,UltraMed,Model-300,Canada,14066.53,6.55,2,3,3,Component system reset after detecting data lag; functionality restored. reboot failed critical malfunction,False,3-5 Years,27.27272727272727,18.626847290640395,25.0,49.406445121900134,28.423888666117602,71.5761113338824,Medium Risk
MD02930,X-Ray Machine,12-11-2023,2,CardioSync,Model-300,UK,7195.92,6.1,3,0,2,System performance degraded due to voltage spike; mitigation via software patch. critical failure hardware fault,False,0-2 Years,9.090909090909092,17.24137931034483,0.0,24.37907956283588,11.866411523852443,88.13358847614755,Low Risk
MD01768,Infusion Pump,15-08-2017,8,ScanPro,Model-350,Japan,25221.58,17.0,5,6,3,System performance degraded due to abnormal sound; mitigation via software patch. data loss sensor replacement,False,6-8 Years,63.63636363636363,50.800492610837445,50.0,90.04061212885291,60.975542936294545,39.024457063705455,High Risk
MD04944,Defibrillator,09-01-2016,9,MedEquip,Model-300,Italy,6292.51,5.49,1,2,2,overheating caused operational delay; replacement initiated. quick fix minor issue,False,9+ Years,72.72727272727273,15.36330049261084,16.666666666666664,21.088254975249882,28.372095688287775,71.62790431171223,Medium Risk
MD03645,Defibrillator,15-03-2014,11,ScanPro,Model-100,Canada,9925.66,15.5,3,4,2,System performance degraded due to circuit failure; mitigation via firmware update. minor issue low priority fault,False,9+ Years,90.9090909090909,46.18226600985222,33.33333333333333,34.32262181908388,48.90102234859062,51.09897765140938,High Risk
MD01349,CT Scanner,06-06-2021,4,ScanPro,Model-300,Japan,7660.15,4.96,2,0,1,System performance degraded due to battery wear; mitigation via replacement. moderate delay non-critical warning,False,3-5 Years,27.27272727272727,13.73152709359606,0.0,26.070116299528017,14.788026842529876,85.21197315747013,Low Risk
MD04138,CT Scanner,26-05-2020,5,ScanPro,Model-300,France,11575.74,13.97,2,2,3,System performance degraded due to circuit failure; mitigation via software patch. software reset system check passed,False,3-5 Years,36.36363636363637,41.471674876847295,16.666666666666664,40.3333188840753,32.78089351259652,67.21910648740348,Medium Risk
MD00325,X-Ray Machine,09-05-2017,8,ScanPro,Model-600,Italy,1922.63,5.25,5,0,1,Routine check completed; abnormal sound observed during diagnostics. minor issue routine reset,False,6-8 Years,63.63636363636363,14.624384236453203,0.0,5.170223794722427,18.148632757153173,81.85136724284683,Low Risk
MD03618,MRI Scanner,24-12-2016,9,CardioSync,Model-450,UK,13192.91,15.44,3,3,3,System performance degraded due to data lag; mitigation via recalibration. reboot failed high priority failure,False,9+ Years,72.72727272727273,45.99753694581281,25.0,46.2241356763473,45.08954276446785,54.91045723553215,Medium Risk
MD04441,PET Scanner,01-03-2019,6,RescueTech,Model-300,USA,7011.0,2.29,4,0,1,Routine check completed; circuit failure observed during diagnostics. minor issue system check passed,False,6-8 Years,45.45454545454545,5.511083743842366,0.0,23.70547700946985,15.485329615955772,84.51467038404422,Low Risk
MD04670,MRI Scanner,03-03-2023,2,ImagingTech,Model-500,USA,1322.01,6.18,4,0,1,Component system reset after detecting software crash; functionality restored. software reset routine reset,False,0-2 Years,9.090909090909092,17.48768472906404,0.0,2.982363284216784,7.660959893744387,92.33904010625561,Low Risk
MD04177,X-Ray Machine,10-03-2018,7,CardioSync,Model-650,Canada,1479.83,5.39,5,0,1,System performance degraded due to software crash; mitigation via component upgrade. minor issue minor issue,False,6-8 Years,54.54545454545454,15.055418719211824,0.0,3.557249478096443,16.137166420473743,83.86283357952625,Low Risk
MD01376,CT Scanner,15-02-2023,2,MedEquip,Model-650,Japan,7011.0,4.66,4,2,2,System performance degraded due to voltage spike; mitigation via software patch. log cleaned quick fix,False,0-2 Years,9.090909090909092,12.807881773399016,16.666666666666664,23.70547700946985,15.401641752095491,84.59835824790451,Low Risk
MD00573,X-Ray Machine,25-02-2019,6,ScanPro,Model-500,UK,6068.71,12.85,1,2,2,System performance degraded due to data lag; mitigation via recalibration. log cleaned system check passed,False,6-8 Years,45.45454545454545,38.02339901477833,16.666666666666664,20.27302540871669,29.552533877085928,70.44746612291408,Medium Risk
MD05447,Infusion Pump,29-07-2014,11,CardioSync,Model-550,USA,6412.42,1.57,1,0,1,Routine check completed; sensor misalignment observed during diagnostics. moderate delay performance warning,False,9+ Years,90.9090909090909,3.294334975369459,0.0,21.525047545951374,23.475128183619294,76.52487181638071,Low Risk
MD03168,Defibrillator,10-12-2018,7,MedEquip,Model-250,Italy,1055.89,1.93,4,0,1,Component inspection after detecting sensor misalignment; functionality restored. moderate delay average severity report,False,6-8 Years,54.54545454545454,4.402709359605912,0.0,2.012975919400825,12.632498900852847,87.36750109914715,Low Risk
MD00714,PET Scanner,24-05-2020,5,ImagingTech,Model-500,USA,8962.79,6.55,5,0,1,overheating caused operational delay; component upgrade initiated. log cleaned system check passed,False,3-5 Years,36.36363636363637,18.626847290640395,0.0,30.815204067842544,19.0238222734879,80.9761777265121,Low Risk
MD03992,Defibrillator,08-06-2018,7,CardioSync,Model-350,Italy,26604.29,15.61,5,4,3,Component software patch after detecting overheating; functionality restored. minor issue temporary glitch,False,6-8 Years,54.54545454545454,46.52093596059114,33.33333333333333,95.0773684914137,53.88084539555099,46.11915460444901,High Risk
MD04713,X-Ray Machine,11-07-2022,3,UltraMed,Model-250,Italy,18115.99,22.33,1,2,3,Routine check completed; circuit failure observed during diagnostics. software reset low priority fault,False,3-5 Years,18.181818181818183,67.21059113300493,16.666666666666664,64.15729195162973,41.63099936659106,58.36900063340894,Medium Risk
MD02026,X-Ray Machine,06-06-2021,4,ImagingTech,Model-200,Japan,15298.44,6.22,3,2,2,voltage spike caused operational delay; firmware update initiated. critical failure sensor replacement,False,3-5 Years,27.27272727272727,17.610837438423648,16.666666666666664,53.89388683462533,26.516574052997615,73.48342594700239,Low Risk
MD01307,Defibrillator,13-12-2013,12,UltraMed,Model-650,Italy,7011.0,1.15,4,0,1,System performance degraded due to data lag; mitigation via firmware update. reboot failed hardware fault,False,9+ Years,100.0,2.001231527093596,0.0,23.70547700946985,25.34146486002205,74.65853513997794,Low Risk
MD02135,CT Scanner,13-02-2017,8,MedEquip,Model-300,UK,3965.74,4.04,3,0,1,voltage spike caused operational delay; component upgrade initiated. reviewed logs performance warning,False,6-8 Years,63.63636363636363,10.899014778325125,0.0,12.612599485873544,18.519497057944974,81.48050294205503,Low Risk
MD04105,CT Scanner,03-10-2020,5,ImagingTech,Model-650,Canada,5764.17,5.11,3,0,1,Component component upgrade after detecting software crash; functionality restored. quick fix low priority fault,False,3-5 Years,36.36363636363637,14.193349753694584,0.0,19.163686658975777,15.363469530630802,84.6365304693692,Low Risk
MD04711,PET Scanner,24-11-2023,2,MedEquip,Model-600,USA,10652.75,12.56,3,2,2,overheating caused operational delay; replacement initiated. component issue component review,False,0-2 Years,9.090909090909092,37.13054187192119,16.666666666666664,36.97117081609288,25.35157854297675,74.64842145702325,Low Risk
MD02374,PET Scanner,30-07-2013,12,RescueTech,Model-300,USA,27059.66,22.39,2,4,3,Routine check completed; voltage spike observed during diagnostics. log cleaned quick fix,False,9+ Years,100.0,67.39532019704434,33.33333333333333,96.73613117109295,69.56582229333189,30.43417770666811,High Risk
MD04754,X-Ray Machine,27-10-2018,7,ScanPro,Model-300,Japan,6430.68,8.21,3,2,2,Routine check completed; battery wear observed during diagnostics. log cleaned stable condition,False,6-8 Years,54.54545454545454,23.737684729064043,16.666666666666664,21.591562701826692,27.348708868175457,72.65129113182454,Medium Risk
MD02924,CT Scanner,17-05-2016,9,ImagingTech,Model-650,UK,674.4,2.68,5,2,1,overheating caused operational delay; recalibration initiated. moderate delay driver update applied,False,9+ Years,72.72727272727273,6.711822660098524,16.666666666666664,0.6233337060999061,21.683668084704088,78.3163319152959,Low Risk
MD03121,MRI Scanner,07-04-2019,6,CardioSync,Model-200,Japan,8747.14,1.5,5,0,1,System performance degraded due to abnormal sound; mitigation via component upgrade. minor issue temporary glitch,False,6-8 Years,45.45454545454545,3.078817733990148,0.0,30.0296622625571,16.020486863617556,83.97951313638245,Low Risk
MD01677,Defibrillator,09-07-2017,8,ImagingTech,Model-600,France,15061.6,16.07,4,2,3,voltage spike caused operational delay; system reset initiated. sensor replaced urgent inspection needed,False,6-8 Years,63.63636363636363,47.937192118226605,16.666666666666664,53.03115685009575,42.71466173275986,57.28533826724014,Medium Risk
MD01556,PET Scanner,04-03-2023,2,ImagingTech,Model-650,Japan,956.73,4.62,1,2,1,voltage spike caused operational delay; inspection initiated. driver update driver update applied,False,0-2 Years,9.090909090909092,12.68472906403941,16.666666666666664,1.6517687531030996,10.953954288014259,89.04604571198574,Low Risk
MD03862,Defibrillator,19-12-2021,4,ScanPro,Model-150,UK,2045.38,4.61,3,0,1,voltage spike caused operational delay; inspection initiated. critical failure high priority failure,False,3-5 Years,27.27272727272727,12.65394088669951,0.0,5.617361548484486,10.374200030252204,89.62579996974779,Low Risk
MD01358,X-Ray Machine,19-02-2022,3,ImagingTech,Model-300,USA,667.8,5.58,3,1,1,Routine check completed; voltage spike observed during diagnostics. driver update moderate delay,False,3-5 Years,18.181818181818183,15.640394088669954,8.333333333333332,0.5992920834943696,10.948340279663496,89.0516597203365,Low Risk
MD01725,X-Ray Machine,13-01-2017,8,RescueTech,Model-150,Japan,4771.4,1.73,5,2,2,System performance degraded due to battery wear; mitigation via software patch. minor issue minor issue,False,6-8 Years,63.63636363636363,3.786945812807882,16.666666666666664,15.547353071991182,21.972827085513327,78.02717291448667,Low Risk
MD04774,X-Ray Machine,03-07-2021,4,RescueTech,Model-550,USA,1446.22,4.58,3,2,1,voltage spike caused operational delay; recalibration initiated. reviewed logs driver update applied,False,3-5 Years,27.27272727272727,12.561576354679804,16.666666666666664,3.434819336312795,14.909982228211955,85.09001777178804,Low Risk
MD01636,Defibrillator,24-10-2013,12,MedEquip,Model-250,France,6708.66,1.3,4,2,1,Component inspection after detecting voltage spike; functionality restored. sensor replaced urgent inspection needed,False,9+ Years,100.0,2.4630541871921188,16.666666666666664,22.60415213393078,30.259746682943792,69.74025331705622,Medium Risk
MD03086,Infusion Pump,07-01-2019,6,ScanPro,Model-500,UK,4987.62,4.09,4,1,1,Routine check completed; abnormal sound observed during diagnostics. moderate delay performance warning,False,6-8 Years,45.45454545454545,11.052955665024632,8.333333333333332,16.33497119922892,18.173790030262268,81.82620996973773,Low Risk
MD03297,CT Scanner,22-01-2018,7,CardioSync,Model-250,Japan,11941.8,8.55,3,1,2,System performance degraded due to abnormal sound; mitigation via inspection. log cleaned system check passed,False,6-8 Years,54.54545454545454,24.784482758620694,8.333333333333332,41.66675469786055,29.177786676249227,70.82221332375077,Medium Risk
MD01098,Infusion Pump,02-07-2017,8,UltraMed,Model-550,Japan,27372.94,23.51,5,4,3,abnormal sound caused operational delay; system reset initiated. data loss emergency shutdown,False,6-8 Years,63.63636363636363,70.84359605911331,33.33333333333333,97.87730685743573,63.55581291649386,36.44418708350614,High Risk
MD03522,Infusion Pump,26-03-2021,4,CardioSync,Model-550,USA,7917.62,12.19,4,0,2,Component recalibration after detecting overheating; functionality restored. quick fix low priority fault,False,3-5 Years,27.27272727272727,35.991379310344826,0.0,27.007994568050357,21.653558161258974,78.34644183874103,Low Risk
MD00249,Infusion Pump,22-02-2021,4,UltraMed,Model-200,USA,15863.14,15.42,3,5,3,battery wear caused operational delay; component upgrade initiated. moderate delay component review,False,3-5 Years,27.27272727272727,45.93596059113301,41.66666666666667,55.950902635435384,42.92551415897244,57.07448584102756,Medium Risk
MD01724,Infusion Pump,13-06-2023,2,CardioSync,Model-100,Canada,8079.22,5.82,3,2,2,Component recalibration after detecting sensor misalignment; functionality restored. sensor replaced urgent inspection needed,False,0-2 Years,9.090909090909092,16.379310344827587,16.666666666666664,27.596650054876825,17.25130493260546,82.74869506739454,Low Risk
MD02720,PET Scanner,23-01-2019,6,MedEquip,Model-600,Japan,14480.42,9.21,1,3,2,Component component upgrade after detecting sensor misalignment; functionality restored. quick fix temporary glitch,False,6-8 Years,45.45454545454545,26.816502463054192,25.0,50.91410984617368,34.81868179906009,65.18131820093991,Medium Risk
MD01247,MRI Scanner,04-05-2017,8,RescueTech,Model-150,France,7433.59,0.82,5,0,1,Routine check completed; software crash observed during diagnostics. driver update performance warning,False,6-8 Years,63.63636363636363,0.9852216748768473,0.0,25.244832963541608,18.0718058224441,81.9281941775559,Low Risk
MD03922,PET Scanner,17-02-2021,4,ImagingTech,Model-350,Canada,12646.64,9.42,4,3,2,System performance degraded due to battery wear; mitigation via replacement. log cleaned routine reset,False,3-5 Years,27.27272727272727,27.46305418719212,25.0,44.23425428532816,30.040312567768723,69.95968743223128,Medium Risk
MD00535,PET Scanner,09-10-2018,7,CardioSync,Model-550,USA,8601.49,4.76,2,0,1,System performance degraded due to sensor misalignment; mitigation via system reset. data loss high priority failure,False,6-8 Years,54.54545454545454,13.115763546798028,0.0,29.499107363694016,20.74364144586912,79.25635855413088,Low Risk
MD02462,MRI Scanner,15-07-2021,4,CardioSync,Model-500,USA,3472.0,4.89,5,0,1,voltage spike caused operational delay; firmware update initiated. moderate delay moderate delay,False,3-5 Years,27.27272727272727,13.516009852216747,0.0,10.81406755477392,11.672161921165262,88.32783807883473,Low Risk
MD03404,X-Ray Machine,03-08-2014,11,MedEquip,Model-350,Canada,606.09,7.8,2,2,1,Component component upgrade after detecting abnormal sound; functionality restored. software reset minor issue,True,9+ Years,90.9090909090909,22.475369458128082,16.666666666666664,0.37450291213260506,29.99932960168313,70.00067039831687,Medium Risk
MD05114,CT Scanner,05-02-2022,3,UltraMed,Model-150,Japan,6873.35,13.61,3,1,2,Component system reset after detecting voltage spike; functionality restored. reviewed logs average severity report,False,3-5 Years,18.181818181818183,40.36330049261084,8.333333333333332,23.20406347134075,22.886166478415035,77.11383352158497,Low Risk
MD05425,CT Scanner,01-09-2016,9,CardioSync,Model-250,Japan,23299.08,21.73,4,3,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced hardware fault,False,9+ Years,72.72727272727273,65.36330049261085,25.0,83.03757887746751,58.2619604687313,41.7380395312687,High Risk
MD03583,X-Ray Machine,09-11-2014,11,ScanPro,Model-650,Canada,2949.67,3.15,4,0,1,voltage spike caused operational delay; inspection initiated. quick fix routine reset,False,9+ Years,90.9090909090909,8.158866995073891,0.0,8.911391685751225,22.411756617490596,77.5882433825094,Low Risk
MD03929,Defibrillator,03-09-2017,8,CardioSync,Model-250,USA,4369.49,7.41,1,0,1,Routine check completed; circuit failure observed during diagnostics. driver update component review,False,6-8 Years,63.63636363636363,21.274630541871925,0.0,14.083327535416771,21.926327396917657,78.07367260308234,Low Risk
MD03657,Infusion Pump,18-08-2016,9,MedEquip,Model-400,France,4961.82,3.43,5,1,1,System performance degraded due to circuit failure; mitigation via replacement. critical failure critical malfunction,False,9+ Years,72.72727272727273,9.020935960591133,8.333333333333332,16.24099031086182,22.99993339580425,77.00006660419575,Low Risk
MD02902,X-Ray Machine,05-01-2014,11,CardioSync,Model-200,USA,3864.81,4.06,2,0,1,battery wear caused operational delay; component upgrade initiated. critical failure urgent inspection needed,False,9+ Years,90.9090909090909,10.960591133004927,0.0,12.244944793513424,23.918984480422345,76.08101551957765,Low Risk
MD02271,Defibrillator,22-06-2013,12,CardioSync,Model-400,Italy,5883.98,7.4,2,0,1,Component inspection after detecting software crash; functionality restored. log cleaned low priority fault,False,9+ Years,100.0,21.24384236453202,0.0,19.600114962668094,30.293175701893226,69.70682429810677,Medium Risk
MD02216,CT Scanner,14-02-2014,11,UltraMed,Model-350,Japan,13231.4,6.08,4,1,2,Routine check completed; abnormal sound observed during diagnostics. component issue device required inspection,False,9+ Years,90.9090909090909,17.17980295566503,8.333333333333332,46.36434204817868,35.10862747815343,64.89137252184656,Medium Risk
MD04663,CT Scanner,18-06-2017,8,UltraMed,Model-300,USA,9802.29,8.94,2,4,2,System performance degraded due to circuit failure; mitigation via recalibration. moderate delay non-critical warning,False,6-8 Years,63.63636363636363,25.985221674876847,33.33333333333333,33.87322560986494,37.29748435170877,62.70251564829123,Medium Risk
MD04801,MRI Scanner,23-10-2017,8,MedEquip,Model-500,Japan,3033.43,1.24,1,0,1,Routine check completed; circuit failure observed during diagnostics. reboot failed system crash,False,6-8 Years,63.63636363636363,2.2783251231527095,0.0,9.216501732636027,15.254070610745746,84.74592938925426,Low Risk
MD02828,X-Ray Machine,16-12-2015,10,UltraMed,Model-350,UK,7171.25,4.8,4,0,1,Component recalibration after detecting battery wear; functionality restored. critical failure hardware fault,False,9+ Years,81.81818181818183,13.238916256157637,0.0,24.289214891672454,25.19315421881815,74.80684578118185,Low Risk
MD03993,X-Ray Machine,29-04-2023,2,CardioSync,Model-550,Japan,1870.04,1.92,3,2,1,software crash caused operational delay; firmware update initiated. reboot failed sensor replacement,False,0-2 Years,9.090909090909092,4.37192118226601,16.666666666666664,4.978655774597403,9.125489327781102,90.8745106722189,Low Risk
MD02253,MRI Scanner,17-05-2017,8,ImagingTech,Model-500,Italy,11362.91,12.92,2,2,2,Routine check completed; sensor misalignment observed during diagnostics. minor issue routine reset,False,6-8 Years,63.63636363636363,38.23891625615764,16.666666666666664,39.55804940844859,37.110557485809736,62.889442514190264,Medium Risk
MD00551,CT Scanner,09-01-2022,3,CardioSync,Model-550,UK,7032.25,7.34,5,0,1,Component firmware update after detecting data lag; functionality restored. quick fix quick fix,False,3-5 Years,18.181818181818183,21.059113300492612,0.0,23.782883748919495,14.71067437629532,85.28932562370468,Low Risk
MD01528,X-Ray Machine,10-11-2023,2,CardioSync,Model-600,USA,4823.52,2.9,4,0,1,Component firmware update after detecting battery wear; functionality restored. quick fix system check passed,False,0-2 Years,9.090909090909092,7.389162561576355,0.0,15.737209037173086,7.1823723940893425,92.81762760591066,Low Risk
MD00421,Defibrillator,04-07-2019,6,UltraMed,Model-350,UK,783.52,0.75,4,2,1,System performance degraded due to data lag; mitigation via firmware update. log cleaned temporary glitch,False,6-8 Years,45.45454545454545,0.769704433497537,16.666666666666664,1.0208218665114404,14.52598479426064,85.47401520573936,Low Risk
MD02868,PET Scanner,25-12-2022,3,UltraMed,Model-400,UK,16686.28,14.43,5,6,3,Component replacement after detecting data lag; functionality restored. critical failure critical malfunction,False,3-5 Years,18.181818181818183,42.88793103448276,50.0,58.94933009475677,43.292608965659824,56.707391034340176,Medium Risk
MD03078,PET Scanner,04-11-2017,8,ScanPro,Model-650,France,17385.81,18.52,1,3,3,Routine check completed; data lag observed during diagnostics. sensor replaced sensor replacement,False,6-8 Years,63.63636363636363,55.48029556650247,25.0,61.49748710403722,49.17085881803091,50.82914118196909,High Risk
MD00994,Defibrillator,24-04-2022,3,ImagingTech,Model-200,Japan,8860.83,8.07,3,3,2,Component inspection after detecting software crash; functionality restored. moderate delay performance warning,False,3-5 Years,18.181818181818183,23.30665024630542,25.0,30.443797425287922,24.21711819531285,75.78288180468715,Low Risk
MD00950,CT Scanner,30-09-2014,11,MedEquip,Model-200,UK,6690.16,14.24,1,1,2,System performance degraded due to software crash; mitigation via replacement. quick fix stable condition,False,9+ Years,90.9090909090909,42.30295566502463,8.333333333333332,22.536762737233442,37.88005742877226,62.11994257122774,Medium Risk
MD05157,CT Scanner,29-05-2022,3,ScanPro,Model-200,Italy,2907.42,7.53,4,1,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. data loss hardware fault,False,3-5 Years,18.181818181818183,21.644088669950744,8.333333333333332,8.757488874374873,14.381088012223836,85.61891198777616,Low Risk
MD05423,Defibrillator,23-10-2023,2,ScanPro,Model-400,France,3257.5,7.59,3,0,1,System performance degraded due to circuit failure; mitigation via inspection. minor issue stable condition,False,0-2 Years,9.090909090909092,21.82881773399015,0.0,10.03271482009399,10.373370102397661,89.62662989760234,Low Risk
MD04843,PET Scanner,16-03-2024,1,MedEquip,Model-400,Canada,14651.35,13.79,5,0,2,Routine check completed; software crash observed during diagnostics. reboot failed sensor replacement,False,0-2 Years,0.0,40.91748768472907,0.0,51.53675144495617,22.582596594409956,77.41740340559005,Low Risk
MD03262,MRI Scanner,19-12-2013,12,ScanPro,Model-350,Italy,9800.56,11.15,5,2,2,System performance degraded due to voltage spike; mitigation via software patch. software reset temporary glitch,True,9+ Years,100.0,32.78940886699508,16.666666666666664,33.86692379060621,41.61020741821977,58.38979258178023,Medium Risk
MD02906,PET Scanner,09-06-2021,4,RescueTech,Model-600,USA,3439.95,2.24,3,1,1,Routine check completed; circuit failure observed during diagnostics. driver update driver update applied,False,3-5 Years,27.27272727272727,5.3571428571428585,8.333333333333332,10.697319978333399,11.701152307354992,88.29884769264501,Low Risk
MD01361,CT Scanner,26-02-2020,5,MedEquip,Model-400,Canada,15168.67,8.69,5,2,2,Routine check completed; battery wear observed during diagnostics. log cleaned log file cleared,False,3-5 Years,36.36363636363637,25.21551724137931,16.666666666666664,53.4211775368192,30.521617952504908,69.47838204749509,Medium Risk
MD01695,Infusion Pump,27-10-2014,11,UltraMed,Model-500,France,26456.45,30.69,5,3,3,System performance degraded due to overheating; mitigation via component upgrade. driver update average severity report,False,9+ Years,90.9090909090909,92.94950738916258,25.0,94.53883614504967,72.47443762757689,27.52556237242311,High Risk
MD00650,Defibrillator,03-11-2023,2,MedEquip,Model-600,USA,3122.98,1.07,3,0,1,System performance degraded due to circuit failure; mitigation via replacement. component issue performance warning,False,0-2 Years,9.090909090909092,1.7549261083743846,0.0,9.542702839352057,4.253200218564546,95.74679978143546,Low Risk
MD03041,Defibrillator,01-07-2020,5,ImagingTech,Model-650,France,8174.52,14.56,4,2,2,Routine check completed; battery wear observed during diagnostics. software reset log file cleared,False,3-5 Years,36.36363636363637,43.28817733990149,16.666666666666664,27.943796514620406,30.847939777621804,69.1520602223782,Medium Risk
MD01454,Infusion Pump,27-03-2020,5,ScanPro,Model-650,Japan,15689.04,11.36,4,4,3,data lag caused operational delay; inspection initiated. minor issue temporary glitch,False,3-5 Years,36.36363636363637,33.43596059113301,33.33333333333333,55.316713772462066,38.36685820455959,61.63314179544041,Medium Risk
MD03365,Defibrillator,18-06-2017,8,CardioSync,Model-350,Italy,14218.97,10.61,1,4,2,System performance degraded due to abnormal sound; mitigation via system reset. moderate delay average severity report,False,6-8 Years,63.63636363636363,31.1268472906404,33.33333333333333,49.961733750686186,42.057673664602085,57.942326335397915,Medium Risk
MD00142,PET Scanner,14-03-2018,7,CardioSync,Model-650,Japan,789.34,2.21,2,0,1,Component firmware update after detecting software crash; functionality restored. reviewed logs non-critical warning,False,6-8 Years,54.54545454545454,5.264778325123153,0.0,1.0420222064454137,12.696928847916938,87.30307115208306,Low Risk
MD04775,PET Scanner,14-04-2018,7,UltraMed,Model-400,Japan,2424.77,5.61,2,1,1,sensor misalignment caused operational delay; system reset initiated. critical failure urgent inspection needed,False,6-8 Years,54.54545454545454,15.732758620689658,8.333333333333332,6.999354154592734,19.528789326216355,80.47121067378365,Low Risk
MD03512,MRI Scanner,02-03-2020,5,CardioSync,Model-100,Japan,5905.49,3.72,3,1,1,System performance degraded due to data lag; mitigation via component upgrade. quick fix minor issue,False,3-5 Years,36.36363636363637,9.913793103448278,8.333333333333332,19.678468796341594,16.682558963030075,83.31744103696992,Low Risk
MD05356,CT Scanner,30-01-2024,1,ScanPro,Model-300,UK,12298.6,6.78,1,1,2,abnormal sound caused operational delay; replacement initiated. reboot failed critical malfunction,False,0-2 Years,0.0,19.334975369458128,8.333333333333332,42.96645938659621,16.893784488156683,83.10621551184332,Low Risk
MD01531,PET Scanner,19-09-2021,4,CardioSync,Model-600,UK,15724.36,7.84,5,1,2,overheating caused operational delay; recalibration initiated. reviewed logs moderate delay,False,3-5 Years,27.27272727272727,22.598522167487687,8.333333333333332,55.4453728801026,25.82317668081228,74.17682331918772,Low Risk
MD02472,MRI Scanner,01-02-2020,5,CardioSync,Model-100,France,10285.91,13.78,4,4,2,System performance degraded due to data lag; mitigation via system reset. reviewed logs moderate delay,False,3-5 Years,36.36363636363637,40.88669950738916,33.33333333333333,35.63489371963607,36.66571586887123,63.33428413112877,Medium Risk
MD00665,PET Scanner,12-08-2015,10,ScanPro,Model-250,France,20438.09,30.68,2,8,3,circuit failure caused operational delay; system reset initiated. quick fix low priority fault,False,9+ Years,81.81818181818183,92.91871921182266,66.66666666666666,72.61593617167759,78.76243936151869,21.237560638481312,High Risk
MD02049,CT Scanner,02-12-2022,3,RescueTech,Model-600,UK,7011.0,6.68,5,1,2,Routine check completed; software crash observed during diagnostics. reviewed logs performance warning,False,3-5 Years,18.181818181818183,19.027093596059114,8.333333333333332,23.70547700946985,16.58558711707534,83.41441288292467,Low Risk
MD02006,Defibrillator,27-01-2018,7,RescueTech,Model-200,Canada,2860.31,0.87,4,0,1,Routine check completed; data lag observed during diagnostics. quick fix routine reset,False,6-8 Years,54.54545454545454,1.1391625615763548,0.0,8.585882686352626,12.96801621483434,87.03198378516566,Low Risk
MD01497,MRI Scanner,15-05-2019,6,RescueTech,Model-500,UK,6482.31,1.99,3,0,1,abnormal sound caused operational delay; inspection initiated. software reset temporary glitch,False,6-8 Years,45.45454545454545,4.587438423645321,0.0,21.77963375866364,14.823067369735416,85.17693263026459,Low Risk
